job_tittle_rev,salary_estimation,min_salary_est,max_salary_est,avg_salary_est,skill_excel,skill_python,skill_sql,skill_tableau,skill_powerbi,Rating,company_name,location,state,Headquarters,company_size(emp),Founded,Type of ownership,Industry,Sector,Revenue,avg_revenue_million,min_revenue_million,max_revenue_million
Data Analyst,51000-87000,51000,87000,69000,TRUE,FALSE,FALSE,FALSE,FALSE,2.8,Fja-Us Inc.,New York,New York,"New York, NY",51-200,1994,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),37.5,25,50
Data Analyst,51000-87000,51000,87000,69000,FALSE,FALSE,TRUE,TRUE,FALSE,5,Averity,New York,New York,"New York, NY",1-50,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst,51000-87000,51000,87000,69000,TRUE,FALSE,TRUE,FALSE,FALSE,3.8,Capgemini,Jersey City,New Jersey,"Paris, France",> 10000,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),,,
Erp Data Analyst,51000-87000,51000,87000,69000,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,Wildlife Conservation Society,New York,New York,"Bronx, NY",1001-5000,1895,Nonprofit Organization,Social Assistance,Non-Profit,$100 to $500 million (USD),300,100,500
Data Analyst,51000-87000,51000,87000,69000,TRUE,FALSE,TRUE,FALSE,FALSE,3.6,Asembia,Florham Park,New Jersey,"Florham Park, NJ",501-1000,2004,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),7.5,5,10
Healthcare Data/Reporting Analyst,51000-87000,51000,87000,69000,TRUE,TRUE,TRUE,TRUE,FALSE,,Vesta Healthcare,New York,New York,"New York, NY",1-50,2018,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Pbm Data Analyst,51000-87000,51000,87000,69000,TRUE,FALSE,TRUE,FALSE,FALSE,3.2,1199Seiu Funds,New York,New York,"New York, NY",1001-5000,,Nonprofit Organization,Insurance Carriers,Insurance,$100 to $500 million (USD),300,100,500
Data Analyst (Temporary Assignment),59000-85000,59000,85000,72000,TRUE,FALSE,TRUE,TRUE,FALSE,3.8,Nutrafol,New York,New York,"New York, NY",51-200,,Other Organization,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,,,
Data Analyst,59000-85000,59000,85000,72000,TRUE,TRUE,TRUE,FALSE,FALSE,3.5,New York Life Insurance Co,New York,New York,"New York, NY",> 10000,1845,Company - Private,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),,,
Market Data Analyst,59000-85000,59000,85000,72000,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,"Edp World, Inc.",New York,New York,"New York, NY",1-50,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),3,1,5
Data Analyst,59000-85000,59000,85000,72000,FALSE,FALSE,FALSE,FALSE,FALSE,4.1,Phyton Talent Advisors,Jersey City,New Jersey,"New York, NY",1-50,,Company - Private,,,Unknown / Non-Applicable,,,
Jr. Data Analyst,59000-85000,59000,85000,72000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",New York,New York,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Microsoft Dynamics Crm Data Analyst,59000-85000,59000,85000,72000,TRUE,FALSE,FALSE,FALSE,FALSE,3.7,Ibm,New York,New York,"Armonk, NY",> 10000,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),,,
Practice Analyst Data,59000-85000,59000,85000,72000,TRUE,FALSE,FALSE,FALSE,FALSE,4,Northwell Health,Manhasset,New York,"Lake Success, NY",> 10000,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),,,
Buyside - Data Scientist/Research Analyst,59000-85000,59000,85000,72000,FALSE,TRUE,TRUE,FALSE,FALSE,3.3,Huxley,New York,New York,"London, United Kingdom",201-500,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),37.5,25,50
Data Analyst - Healthcare Provider Networks And Formularies,59000-85000,59000,85000,72000,FALSE,TRUE,TRUE,TRUE,FALSE,2.9,Vericred,New York,New York,"New York, NY",1-50,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,,
Electronic Trading Data Analyst,59000-85000,59000,85000,72000,TRUE,TRUE,FALSE,FALSE,FALSE,3.6,Scotiabank,New York,New York,"Toronto, Canada",> 10000,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,,
"Data Analyst, Center For Developing Brain",59000-85000,59000,85000,72000,FALSE,TRUE,FALSE,FALSE,FALSE,3.2,Child Mind Institute,New York,New York,"New York, NY",201-500,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),37.5,25,50
Data Processing & Performance Analyst,59000-85000,59000,85000,72000,FALSE,FALSE,FALSE,FALSE,FALSE,3.1,Balance Innovations,New York,New York,"Lenexa, KS",51-200,,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),3,1,5
Business Analyst - Data Analyst,59000-85000,59000,85000,72000,TRUE,FALSE,FALSE,TRUE,TRUE,3.4,Asset Staffing,Newark,New Jersey,"New York, NY",201-500,,Contract,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst With Rochade,59000-85000,59000,85000,72000,FALSE,FALSE,FALSE,FALSE,FALSE,4,Reliable Software Resources,New York,New York,"Northville, MI",501-1000,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Advertising Data Analyst,59000-85000,59000,85000,72000,FALSE,FALSE,TRUE,TRUE,TRUE,4.3,"Hearst Television, Inc",New York,New York,"Cincinnati, OH",51-200,,Company - Private,TV Broadcast & Cable Networks,Media,$5 to $10 million (USD),7.5,5,10
Product Analyst - Data,59000-85000,59000,85000,72000,TRUE,FALSE,TRUE,FALSE,FALSE,2.7,William Hill Us,Jersey City,New Jersey,"London, United Kingdom",> 10000,1934,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),3500,2000,5000
Sr. Data Analyst,59000-85000,59000,85000,72000,FALSE,TRUE,TRUE,TRUE,FALSE,4.1,Rockstar Games,New York,New York,"New York, NY",1001-5000,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),17.5,10,25
Data Analyst,59000-85000,59000,85000,72000,TRUE,FALSE,TRUE,FALSE,FALSE,4.4,Zdaas,Brooklyn,New York,"Baltimore, MD",1-50,,Company - Private,,,$1 to $5 million (USD),3,1,5
Market Research Data Analyst - Physician Technology,59000-85000,59000,85000,72000,FALSE,FALSE,TRUE,FALSE,FALSE,3.1,Decision Resources Group,New York,New York,"Burlington, MA",1001-5000,1990,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Data Analyst,59000-85000,59000,85000,72000,FALSE,FALSE,TRUE,TRUE,FALSE,3,Highbridge Consulting Llc,New York,New York,"Pleasantville, NY",1-50,,Company - Private,,,Unknown / Non-Applicable,,,
Look Ml Data Analyst,59000-85000,59000,85000,72000,FALSE,FALSE,TRUE,FALSE,FALSE,2.9,"Ntt Data, Inc.",New York,New York,"Singapore, Singapore",201-500,,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,,,
Data Collection Analyst,59000-85000,59000,85000,72000,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,Columbia University,New York,New York,"New York, NY",> 10000,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),3500,2000,5000
Data Analyst,59000-85000,59000,85000,72000,FALSE,TRUE,TRUE,TRUE,FALSE,4.2,Precision Technologies Corp,New York,New York,"New Brunswick, NJ",201-500,2008,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Data Entry/ Billing Analyst,59000-85000,59000,85000,72000,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,Cactus Holdings,Queens Village,New York,"Mumbai, India",1001-5000,2002,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,,,
Student Persistence Initiative Data Analyst/Scientist,59000-85000,59000,85000,72000,TRUE,FALSE,TRUE,FALSE,FALSE,4.2,Cuny Research Foundation,New York,New York,"New York, NY",> 10000,1963,Nonprofit Organization,Colleges & Universities,Education,$100 to $500 million (USD),300,100,500
Data Quality Analyst,59000-85000,59000,85000,72000,FALSE,FALSE,FALSE,TRUE,FALSE,,Sga Inc.,New York,New York,"Bethesda, MD",1-50,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),3,1,5
Data Governance Analyst,59000-85000,59000,85000,72000,FALSE,FALSE,FALSE,FALSE,FALSE,5,Crossfire Consulting Corporation,New York,New York,"Yorktown Heights, NY",51-200,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),7.5,5,10
Sr. Business Analyst,59000-85000,59000,85000,72000,TRUE,TRUE,TRUE,TRUE,FALSE,3.9,Amazon,New York,New York,"Seattle, WA",> 10000,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),,,
Data Analyst,59000-85000,59000,85000,72000,TRUE,FALSE,FALSE,TRUE,FALSE,3.4,Voice,Brooklyn,New York,,Unknown-,,Company - Private,,,Unknown / Non-Applicable,,,
Data Analyst,59000-85000,59000,85000,72000,FALSE,FALSE,TRUE,FALSE,TRUE,2.9,"Ntt Data, Inc.",New York,New York,"Singapore, Singapore",201-500,,Company - Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,,,
Data Analyst,43000-76000,43000,76000,59500,TRUE,FALSE,FALSE,FALSE,FALSE,4,Nyu Langone Health,New York,New York,"New York, NY",> 10000,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),7500,5000,10000
Healthcare Data/Reporting Analyst,43000-76000,43000,76000,59500,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,Hometeam,New York,New York,"New York, NY",51-200,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Jr. Data Analyst,43000-76000,43000,76000,59500,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,Mount Sinai Health System,New York,New York,"New York, NY",> 10000,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),1500,1000,2000
Data Analyst,43000-76000,43000,76000,59500,FALSE,FALSE,TRUE,FALSE,FALSE,,Monkey Algorithms Llc,New York,New York,,,,,,,,,,
Data Analyst/Rochade,43000-76000,43000,76000,59500,FALSE,FALSE,FALSE,FALSE,FALSE,3.3,"Halcyon Solutions, Inc.",New York,New York,"Dublin, OH",51-200,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
"Data Analyst, Revenue Analytics",43000-76000,43000,76000,59500,FALSE,FALSE,TRUE,FALSE,FALSE,3.2,Roman,New York,New York,"Bloomingdale, IL",201-500,,Company - Private,,,$25 to $50 million (USD),37.5,25,50
Data Analyst,43000-76000,43000,76000,59500,TRUE,FALSE,FALSE,TRUE,TRUE,3.8,Council On Accreditation,New York,New York,"New York, NY",51-200,1977,Nonprofit Organization,Social Assistance,Non-Profit,$10 to $25 million (USD),17.5,10,25
Data Analyst,43000-76000,43000,76000,59500,FALSE,FALSE,TRUE,FALSE,FALSE,,Apr Staffing,New York,New York,,,,,,,,,,
Jr. Data Analyst,43000-76000,43000,76000,59500,TRUE,TRUE,TRUE,FALSE,FALSE,3.4,Mount Sinai Health System,New York,New York,"New York, NY",> 10000,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),1500,1000,2000
"Data Analyst, Student Success Program",43000-76000,43000,76000,59500,FALSE,FALSE,FALSE,FALSE,FALSE,3.2,Child Mind Institute,New York,New York,"New York, NY",201-500,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),37.5,25,50
Big Data Qa Analyst With Jupyter Notebook,43000-76000,43000,76000,59500,FALSE,TRUE,TRUE,FALSE,FALSE,3.2,Coolsoft,Newark,New Jersey,"Louisville, KY",51-200,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$10 to $25 million (USD),17.5,10,25
"Analyst, Data Centers Industry",43000-76000,43000,76000,59500,TRUE,FALSE,FALSE,FALSE,FALSE,3.3,451 Research,New York,New York,"New York, NY",201-500,2000,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,,,
Data Analyst,43000-76000,43000,76000,59500,FALSE,FALSE,TRUE,FALSE,FALSE,,Stark Hr Consulting Llc,New York,New York,,,,,,,,,,
Financial - Data Analyst,43000-76000,43000,76000,59500,FALSE,FALSE,FALSE,FALSE,FALSE,3.8,Amenity Analytics,New York,New York,"New York, NY",51-200,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
Data Analyst With Data Scanning And Profiling,43000-76000,43000,76000,59500,FALSE,FALSE,TRUE,FALSE,FALSE,3.3,"Halcyon Solutions, Inc.",New York,New York,"Dublin, OH",51-200,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Business Analyst - Data Governance,43000-76000,43000,76000,59500,TRUE,FALSE,FALSE,FALSE,FALSE,4.1,Rockstar Games,New York,New York,"New York, NY",1001-5000,1998,Subsidiary or Business Segment,Video Games,Media,$10 to $25 million (USD),17.5,10,25
Sr. Data Analyst,43000-76000,43000,76000,59500,FALSE,TRUE,TRUE,TRUE,FALSE,2.9,Vericred,New York,New York,"New York, NY",1-50,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,,
Lead Data Insights Analyst,43000-76000,43000,76000,59500,TRUE,TRUE,TRUE,TRUE,FALSE,,Taprm,Brooklyn,New York,"New York, NY",Unknown-,,Unknown,,,Unknown / Non-Applicable,,,
Research Analyst (Data Science),43000-76000,43000,76000,59500,TRUE,FALSE,FALSE,TRUE,FALSE,3.4,Apco Worldwide,New York,New York,"Washington, DC",501-1000,1984,Company - Private,Consulting,Business Services,$100 to $500 million (USD),300,100,500
Data Management Analyst,43000-76000,43000,76000,59500,TRUE,FALSE,FALSE,FALSE,FALSE,2.5,Brooklyn Community Services,Brooklyn,New York,"Brooklyn, NY",201-500,1886,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),37.5,25,50
Business Analyst / Data Analyst,43000-76000,43000,76000,59500,FALSE,FALSE,TRUE,FALSE,FALSE,4.4,Softcom Systems,Weehawken,New Jersey,"Princeton, NJ",1-50,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),3,1,5
Healthcare Data/Reporting Analyst,43000-76000,43000,76000,59500,TRUE,TRUE,TRUE,TRUE,FALSE,3.9,Diverse Lynx,New York,New York,"Princeton, NJ",501-1000,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Clinical Data Analyst,43000-76000,43000,76000,59500,TRUE,FALSE,TRUE,FALSE,FALSE,2.3,Fair Health,New York,New York,"New York, NY",1-50,,Nonprofit Organization,,,$10 to $25 million (USD),17.5,10,25
Sr. Data Profiling Analyst,43000-76000,43000,76000,59500,FALSE,TRUE,TRUE,TRUE,FALSE,3.6,Ubs,New York,New York,"Zurich, Switzerland",> 10000,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,,
"Data Analytics Analyst Or Associate, Cowen Sustainable Investments",43000-76000,43000,76000,59500,FALSE,TRUE,FALSE,FALSE,FALSE,,"Cowen Group, Inc.",New York,New York,"West Hartford, CT",1-50,,Unknown,,,Unknown / Non-Applicable,,,
Data Analyst,43000-76000,43000,76000,59500,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,Workforce Logiq,Haworth,New Jersey,"Orlando, FL",501-1000,1999,Company - Private,Consulting,Business Services,$50 to $100 million (USD),75,50,100
Data Analyst,43000-76000,43000,76000,59500,TRUE,FALSE,TRUE,TRUE,FALSE,3.3,Cross River Bank,Fort Lee,New Jersey,"Fort Lee, NJ",201-500,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),75,50,100
"Sr. Data Analyst, Revenue Analytics, Peacock",43000-76000,43000,76000,59500,TRUE,TRUE,TRUE,TRUE,FALSE,3.8,Nbcuniversal,New York,New York,"New York, NY",> 10000,1906,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),,,
Sr. Data Analyst,43000-76000,43000,76000,59500,FALSE,TRUE,TRUE,FALSE,FALSE,3.7,Narrativ,New York,New York,"New York, NY",1-50,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,43000-76000,43000,76000,59500,TRUE,FALSE,TRUE,TRUE,TRUE,,Compuforce,New York,New York,"New York, NY",Unknown-,,Company - Private,,,Unknown / Non-Applicable,,,
Sr. Data Analyst,43000-76000,43000,76000,59500,FALSE,FALSE,TRUE,FALSE,FALSE,3.6,Perficient,New York,New York,"Saint Louis, MO",1001-5000,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),250500,500000,1000
Data/Report Analyst,60000-110000,60000,110000,85000,FALSE,FALSE,FALSE,FALSE,FALSE,4,Lorven Technologies Inc,New York,New York,"Plainsboro, NJ",1-50,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,,
Sr. Data Analyst,60000-110000,60000,110000,85000,TRUE,TRUE,TRUE,FALSE,FALSE,4.1,Bounce Exchange,New York,New York,"New York, NY",201-500,2012,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,,,
Human Capital Data Analyst,60000-110000,60000,110000,85000,FALSE,FALSE,FALSE,FALSE,FALSE,4.5,Green Key Resources,New York,New York,"New York, NY",201-500,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Gis Data Analyst,60000-110000,60000,110000,85000,TRUE,FALSE,FALSE,FALSE,FALSE,3.7,22Nd Century Technologies,New York,New York,"Somerset, NJ",1001-5000,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),37.5,25,50
Junior Data Analytics Solutions Analyst,60000-110000,60000,110000,85000,TRUE,TRUE,TRUE,TRUE,FALSE,3.1,Praescient Analytics,New York,New York,"Alexandria, VA",51-200,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),17.5,10,25
Data Analyst,60000-110000,60000,110000,85000,TRUE,FALSE,TRUE,FALSE,FALSE,,"Capgemini America, Inc.",Jersey City,New Jersey,,,,,,,,,,
Data Analyst W/Capital Markets,60000-110000,60000,110000,85000,TRUE,FALSE,TRUE,TRUE,FALSE,3.7,Software Guidance & Assistance,Jersey City,New Jersey,"Tarrytown, NY",51-200,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),75,50,100
"Vp, Research Project Analyst/Data Management",60000-110000,60000,110000,85000,TRUE,FALSE,TRUE,FALSE,FALSE,3.7,Citi,New York,New York,"New York, NY",> 10000,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,,
Food Data Analyst,60000-110000,60000,110000,85000,TRUE,TRUE,TRUE,FALSE,FALSE,3.2,Metropolitan Council On Jewish Poverty,New York,New York,"New York, NY",201-500,,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),37.5,25,50
Data Management Analyst,60000-110000,60000,110000,85000,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,Tsr Consulting,New York,New York,"Hauppauge, NY",201-500,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),75,50,100
Data Governance Analyst,60000-110000,60000,110000,85000,TRUE,FALSE,TRUE,FALSE,FALSE,3.6,Ubs,Weehawken,New Jersey,"Zurich, Switzerland",> 10000,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,,
"Data Analyst, Enterprise Analytics",60000-110000,60000,110000,85000,TRUE,TRUE,TRUE,TRUE,FALSE,3.7,"Take-Two Interactive Software, Inc.",New York,New York,"New York, NY",1001-5000,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),1500,1000,2000
Data Analytics Solutions Analyst - Mid With Security Clearance,60000-110000,60000,110000,85000,TRUE,TRUE,TRUE,TRUE,FALSE,3.1,Praescient Analytics,New York,New York,"Alexandria, VA",51-200,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),17.5,10,25
Data Analyst Assistant,60000-110000,60000,110000,85000,TRUE,TRUE,TRUE,FALSE,FALSE,,Teus Health,Newark,New Jersey,,,,,,,,,,
Investment Management Summer Analyst Program - Office Of Coo: Data & Analytics,60000-110000,60000,110000,85000,FALSE,TRUE,TRUE,TRUE,FALSE,3.8,Morgan Stanley,New York,New York,"New York, NY",> 10000,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,,
